Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,user id,Interaction type,Date,Time,Product Name,Is Amazon Seller
605.0,44.0,Male,Sunglasses,Accessories,92.0,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,1,Yes,11.0,Credit Card,Every 3 Months,605.0,view,2023-10-27,08:00:00,"Disney 96959 Toy Story Ball Pit, 1 Inflatable + 15 Sof-Flex Balls",Y
606.0,40.0,Male,Hat,Accessories,32.0,California,XL,Charcoal,Winter,4.2,Yes,Standard,1,Yes,17.0,Bank Transfer,Weekly,606.0,like,2023-10-28,08:00:00,Harry Potter Sorting Hat,Y
607.0,27.0,Male,Scarf,Accessories,90.0,Colorado,M,Blue,Spring,4.5,Yes,Standard,1,Yes,44.0,PayPal,Monthly,607.0,view,2023-10-29,08:00:00,The Puppet Company Full-Bodied Animal Hand Puppets Bear,Y
608.0,47.0,Male,Hoodie,Clothing,23.0,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,1,Yes,44.0,Cash,Monthly,608.0,purchase,2023-10-30,08:00:00,"Rubie's Men's Star Wars Collector Stormtrooper Collectors Helmet, Multi, One Size",Y
609.0,41.0,Male,Backpack,Accessories,25.0,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,1,Yes,21.0,Venmo,Every 3 Months,609.0,view,2023-10-31,08:00:00,DECOPAC Hot Wheels Drift DecoSet Cake Topper,Y
610.0,51.0,Male,Sweater,Clothing,54.0,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,1,Yes,49.0,Credit Card,Fortnightly,610.0,like,2023-11-01,08:00:00,"Glitter Girls by Battat - Convertible Car for 14"" Dolls - Toys, Clothes & Accessories for Girls 3-Year-Old & Up, Blue, Orange, Pink",Y
611.0,53.0,Male,Shorts,Clothing,72.0,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,1,Yes,27.0,Bank Transfer,Every 3 Months,611.0,view,2023-11-02,08:00:00,JumpSport SkyBounce Trampoline with Safety Enclosure | Includes Spring Pad,Y
612.0,43.0,Male,Scarf,Accessories,33.0,California,M,Black,Winter,4.7,Yes,Store Pickup,1,Yes,19.0,Cash,Monthly,612.0,like,2023-11-03,08:00:00,Pokemon SM12 Cosmic Eclipse Theme Deck- Groudon,Y
613.0,67.0,Male,Hat,Accessories,43.0,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,1,Yes,33.0,Credit Card,Quarterly,613.0,like,2023-11-04,08:00:00,DC Super Hero Girls: Teen to Super Life Supergirl Doll,Y
614.0,61.0,Male,Coat,Outerwear,51.0,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,1,Yes,46.0,Cash,Bi-Weekly,614.0,purchase,2023-11-05,08:00:00,Warmies Microwavable French Lavender Scented Plush Jr Clown Fish,Y
615.0,68.0,Male,Jewelry,Accessories,85.0,Idaho,M,Lavender,Winter,4.0,Yes,Standard,1,Yes,21.0,Credit Card,Bi-Weekly,615.0,view,2023-11-06,08:00:00,Performance Tool W5220 200 pc Hex Washer Self Drilling Assortment,Y
616.0,67.0,Male,Sandals,Footwear,100.0,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,1,Yes,23.0,Venmo,Annually,616.0,like,2023-11-07,08:00:00,"J Concepts 3377B Tribute 2.6x3.6 Monster Truck Wheels with Adaptors, Black (1 Pair)",Y
617.0,29.0,Male,Gloves,Accessories,72.0,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,1,Yes,38.0,Credit Card,Every 3 Months,617.0,purchase,2023-11-08,08:00:00,"Dr. Ph. Martin's Radiant Concentrated Water Color, 0.5 oz, Set of 14 (Set B)",Y
618.0,50.0,Male,Backpack,Accessories,57.0,Colorado,M,Maroon,Fall,2.6,Yes,Standard,1,Yes,2.0,Bank Transfer,Quarterly,618.0,purchase,2023-11-09,08:00:00,"Wood Designs 24"" x 48"" Rectangle Hardwood Table with 29"" Legs",Y
619.0,61.0,Male,Jacket,Outerwear,94.0,Indiana,L,Cyan,Spring,4.0,Yes,Express,1,Yes,21.0,Debit Card,Bi-Weekly,619.0,view,2023-11-10,08:00:00,Diamonsters,Y
620.0,19.0,Male,Backpack,Accessories,34.0,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,1,Yes,1.0,Debit Card,Every 3 Months,620.0,like,2023-11-11,08:00:00,"Janlynn Cool Cord Friendship Bracelet Pack, Makes 100 Bracelets",Y
621.0,33.0,Male,Backpack,Accessories,89.0,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,1,Yes,10.0,Venmo,Every 3 Months,621.0,view,2023-11-12,08:00:00,"WWE Dean Ambrose & Brock Lesnar Action Seried 43 B Figures, 2 Pack",Y
622.0,51.0,Male,Sunglasses,Accessories,27.0,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,1,Yes,45.0,Credit Card,Weekly,622.0,like,2023-11-13,08:00:00,"Minnie Plush Toy, 25""",Y
623.0,69.0,Male,Socks,Clothing,63.0,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,1,Yes,44.0,Bank Transfer,Fortnightly,623.0,like,2023-11-14,08:00:00,"Waving Flag Party Table Cover, 54"" x 96""",Y
624.0,19.0,Male,Shoes,Footwear,70.0,Nevada,M,White,Fall,4.7,Yes,Standard,1,Yes,48.0,PayPal,Bi-Weekly,624.0,purchase,2023-11-15,08:00:00,"Vallejo Acrylic Paint, Khaki",Y
625.0,55.0,Male,Pants,Clothing,87.0,South Carolina,XL,Pink,Fall,3.4,Yes,Express,1,Yes,21.0,PayPal,Annually,625.0,view,2023-11-16,08:00:00,amscan Cape Hooded Black Child,Y
626.0,49.0,Male,Jewelry,Accessories,79.0,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,1,Yes,1.0,Venmo,Weekly,626.0,like,2023-11-17,08:00:00,"Liontouch 316LT Medieval Noble Knight Satin Toy Cape For Kids, Blue | Part Of A Kid's Costume Line",Y
627.0,31.0,Male,Sunglasses,Accessories,79.0,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,1,Yes,10.0,Venmo,Annually,627.0,purchase,2023-11-18,08:00:00,Hot Wheels Blastin' Rig Vehicle,Y
628.0,42.0,Male,Sandals,Footwear,44.0,Oregon,L,Black,Winter,4.1,Yes,Express,1,Yes,24.0,PayPal,Monthly,628.0,purchase,2023-11-19,08:00:00,"MasterPieces Memory Lane Lakeside Memories Cabin Lake Large EZ Grip Jigsaw Puzzle by Alan Giana, 300-Piece",Y
629.0,69.0,Male,Sweater,Clothing,85.0,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,1,Yes,29.0,Credit Card,Monthly,629.0,view,2023-11-20,08:00:00,Roces Icon Fitness Inline Skate,Y
630.0,26.0,Male,Shoes,Footwear,90.0,Vermont,L,Beige,Spring,4.7,Yes,Standard,1,Yes,11.0,Debit Card,Annually,630.0,like,2023-11-21,08:00:00,Shomer-Tec Special Ingredients Purple Rain Powder,Y
631.0,41.0,Male,Jewelry,Accessories,94.0,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,1,Yes,33.0,Debit Card,Annually,631.0,view,2023-11-22,08:00:00,Airfix Douglas A-4B/Q Skyhawk 1:72 Vietnam War Military Aviation Plastic Model Kit A03029A,Y
632.0,55.0,Male,Boots,Footwear,68.0,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,1,Yes,27.0,Cash,Fortnightly,632.0,like,2023-11-23,08:00:00,DC Fix 334-0025 Phantom Premium Window Film,Y
633.0,35.0,Male,Backpack,Accessories,51.0,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,1,Yes,19.0,Venmo,Fortnightly,633.0,purchase,2023-11-24,08:00:00,"Oopsy Daisy Growth Charts Robots and Rockets Navy by Finny and Zook, 12 by 42-Inch",Y
634.0,66.0,Male,Sandals,Footwear,33.0,Minnesota,M,Orange,Spring,2.9,Yes,Express,1,Yes,50.0,Debit Card,Quarterly,634.0,view,2023-11-25,08:00:00,Rubie's Costume Co Deluxe Native American Headdress,Y
635.0,36.0,Male,Sneakers,Footwear,60.0,Ohio,M,Teal,Summer,3.9,Yes,Standard,1,Yes,46.0,PayPal,Weekly,635.0,like,2023-11-26,08:00:00,NECA - Nightmare on Elm Street Part 3 - 8” Clothed Action Figure - Tuxedo Freddy,Y
636.0,27.0,Male,Hoodie,Clothing,59.0,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,1,Yes,28.0,Cash,Quarterly,636.0,view,2023-11-27,08:00:00,"Chessex CHX27449 Dice-Festive Set, Rio/Yellow",Y
637.0,41.0,Male,Handbag,Accessories,30.0,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,1,Yes,14.0,Bank Transfer,Every 3 Months,637.0,like,2023-11-28,08:00:00,"Ultra Pro Super Thick 260PT Toploader 10ct Pack 85238, One Size, Multi",Y
638.0,21.0,Male,Sweater,Clothing,20.0,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,1,Yes,46.0,Cash,Fortnightly,638.0,like,2023-11-29,08:00:00,"Relevant Play Constructive Playthings DEL-4 Blue Shape It! Sand 5 lb. Box 10.9"" L. x 2.4"" W. x 7.5"" H.",Y
639.0,53.0,Male,Sandals,Footwear,20.0,Maryland,S,Blue,Summer,2.7,Yes,Express,1,Yes,41.0,PayPal,Monthly,639.0,purchase,2023-11-30,08:00:00,"Aurora World Off White Love Bear Plush Animal, Multicolor, 11.5""",Y
640.0,54.0,Male,Dress,Clothing,24.0,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,1,Yes,50.0,Credit Card,Annually,640.0,view,2023-12-01,08:00:00,"amscan Super Mario Brothers Tattoos, Party Favor, 192 Ct.",Y
641.0,53.0,Male,Skirt,Clothing,88.0,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,1,Yes,28.0,Debit Card,Fortnightly,641.0,like,2023-12-02,08:00:00,"Hey! Play! Coffee Maker Toy Set- Pretend Kitchen Appliance for Play Espresso or Cappuccino Coffee Shop, Single Serve Brewer for Boys and Girls",Y
642.0,47.0,Male,Blouse,Clothing,78.0,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,1,Yes,23.0,Credit Card,Every 3 Months,642.0,purchase,2023-12-03,08:00:00,White Mountain Puzzles Craft Room - 1000 Piece Jigsaw Puzzle,Y
643.0,64.0,Male,Skirt,Clothing,25.0,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,1,Yes,14.0,Debit Card,Bi-Weekly,643.0,purchase,2023-12-04,08:00:00,DJI Smart Controller,Y
644.0,18.0,Male,Sweater,Clothing,57.0,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,1,Yes,10.0,Bank Transfer,Every 3 Months,644.0,view,2023-12-05,08:00:00,Frozen Standing Stocking Olaf The Snowman,Y
645.0,68.0,Male,Backpack,Accessories,93.0,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,1,Yes,37.0,Cash,Weekly,645.0,like,2023-12-06,08:00:00,"Ginger Ray PO-407 Patchwork Owl Cake Bunting Decoration Party Topper, Mixed, 1",Y
646.0,62.0,Male,Hoodie,Clothing,42.0,Oklahoma,S,Purple,Summer,4.2,Yes,Express,1,Yes,15.0,Venmo,Bi-Weekly,646.0,view,2023-12-07,08:00:00,"Amscam 129877 Soccer Plastic Pennant, 12' Banner, Multicolor",Y
647.0,51.0,Male,Boots,Footwear,54.0,Indiana,XL,Pink,Spring,4.9,Yes,Standard,1,Yes,19.0,Venmo,Bi-Weekly,647.0,like,2023-12-08,08:00:00,Redline Acclaim 4.5’ Air Powdered Hockey Table with 110V Motor and Includes 2 Strikers and 2 Pucks,Y
648.0,54.0,Male,Blouse,Clothing,70.0,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,1,Yes,23.0,Credit Card,Fortnightly,648.0,like,2023-12-09,08:00:00,"Kryptonics Mini Cutaway Cruiser Skateboard - Complete 26"" Cruiser Board for Kids & Teens- Mermaids",Y
649.0,22.0,Male,Hoodie,Clothing,31.0,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,1,Yes,35.0,Credit Card,Weekly,649.0,purchase,2023-12-10,08:00:00,"GUND Pusheen Fancy and Unicorn Magical Kitties Plush Deluxe Keychain Clip, Multicolor, 8.5""",Y
650.0,53.0,Male,Pants,Clothing,93.0,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,1,Yes,33.0,PayPal,Every 3 Months,650.0,view,2023-12-11,08:00:00,Get Ready Kids 12' Play Parachute,Y
651.0,34.0,Male,Gloves,Accessories,40.0,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,1,Yes,12.0,Bank Transfer,Annually,651.0,like,2023-12-12,08:00:00,Play Circle by Battat – Making Dinner for Eight Cookware Set – 21Piece Kids Play Pots & Pans Set – Pretend Play Kitchen Set for Kids Age 3 Years & Up,Y
652.0,32.0,Male,Hat,Accessories,32.0,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,1,Yes,41.0,Venmo,Fortnightly,652.0,purchase,2023-12-13,08:00:00,My Little Pony Shining Friends Pinkie Pie Figure,Y
653.0,64.0,Male,Sunglasses,Accessories,27.0,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,1,Yes,27.0,Venmo,Weekly,653.0,purchase,2023-12-14,08:00:00,"amscan Party Decorations, Pearlized Place Cards, Party Supplies, White, 4"" x 4"", 50ct, Ivory",Y
654.0,20.0,Male,Scarf,Accessories,68.0,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,1,Yes,45.0,Cash,Fortnightly,654.0,view,2023-12-15,08:00:00,DC Artists Alley: Catwoman by Sho Murase (Holiday Variant) Designer Vinyl Figure,Y
655.0,24.0,Male,Handbag,Accessories,59.0,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,1,Yes,23.0,Venmo,Annually,655.0,like,2023-12-16,08:00:00,Trends International NFL Atlanta Falcons HG - Mobile Wallet,Y
656.0,20.0,Male,Handbag,Accessories,36.0,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,1,Yes,19.0,Venmo,Monthly,656.0,view,2023-12-17,08:00:00,Rubie's Costume Reel F/X Acid Eye Socket Wound Kit,Y
657.0,42.0,Male,Jeans,Clothing,23.0,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,1,Yes,6.0,PayPal,Quarterly,657.0,like,2023-12-18,08:00:00,"Disney Pixar Cars Character Car Dexter Hoover & Charlie Checker Vehicle, 2 Pack",Y
658.0,48.0,Male,Jacket,Outerwear,80.0,Arizona,M,White,Winter,4.3,Yes,Free Shipping,1,Yes,6.0,PayPal,Quarterly,658.0,like,2023-12-19,08:00:00,Mega Brands POK Power PK Kadabra,Y
659.0,62.0,Male,Backpack,Accessories,37.0,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,1,Yes,20.0,Venmo,Weekly,659.0,purchase,2023-12-20,08:00:00,Plates | Superstar Ball Sports Collection | Birthday | 144 Ct.,Y
660.0,62.0,Male,Shorts,Clothing,52.0,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,1,Yes,8.0,Cash,Weekly,660.0,view,2023-12-21,08:00:00,"Amscan 453437 Plush Bear, 7"", White",Y
661.0,50.0,Male,Coat,Outerwear,79.0,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,1,Yes,39.0,Credit Card,Quarterly,661.0,like,2023-12-22,08:00:00,DC Superhereos Supergirl Nail Art Kit,Y
662.0,57.0,Male,Shirt,Clothing,68.0,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,1,Yes,39.0,Credit Card,Quarterly,662.0,purchase,2023-12-23,08:00:00,Dark Horse Deluxe Frank Frazetta The Destroyer Magnet,Y
663.0,24.0,Male,Gloves,Accessories,98.0,Illinois,L,Magenta,Fall,2.8,Yes,Express,1,Yes,39.0,Venmo,Bi-Weekly,663.0,purchase,2023-12-24,08:00:00,"MightySkins Skin Compatible with DJI Mavic Pro Quadcopter Drone - Nighttime Skulls | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA",Y
664.0,59.0,Male,Dress,Clothing,83.0,Alaska,M,Charcoal,Fall,4.7,Yes,Express,1,Yes,23.0,Credit Card,Monthly,664.0,view,2023-12-25,08:00:00,Funko Pop! Animation: Disenchantment - Luci,Y
665.0,63.0,Male,Pants,Clothing,83.0,Colorado,M,Indigo,Winter,4.4,Yes,Express,1,Yes,41.0,PayPal,Bi-Weekly,665.0,like,2023-12-26,08:00:00,"Furnish my Place 740 Numbers 5X7 Kids ABC Educational Alphabet Letter Anti Skid, 4'5""X6'9"", Multi/Color",Y
666.0,41.0,Male,Pants,Clothing,55.0,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,1,Yes,50.0,Credit Card,Annually,666.0,view,2023-12-27,08:00:00,Graupner JST EH to JST XH 4S Board,Y
667.0,35.0,Male,Hoodie,Clothing,26.0,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,1,Yes,30.0,Debit Card,Quarterly,667.0,like,2023-12-28,08:00:00,Bigjigs Toys Stacking Cubes,Y
668.0,34.0,Male,Sunglasses,Accessories,76.0,Arizona,S,Blue,Winter,2.6,Yes,Standard,1,Yes,32.0,Bank Transfer,Quarterly,668.0,like,2023-01-01,00:00:00,"Ravensburger The Zoo My First Frame Tray 14 Piece Jigsaw Puzzle for Kids – Every Piece is Unique, Pieces Fit Together Perfectly",Y
669.0,49.0,Male,T-shirt,Clothing,85.0,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,1,Yes,35.0,Bank Transfer,Monthly,669.0,purchase,2022-12-28,10:00:00,Infantino Turtle Mirror Pal,Y
670.0,43.0,Male,Jacket,Outerwear,89.0,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,1,Yes,45.0,Venmo,Bi-Weekly,670.0,view,2022-12-29,10:00:00,Play-Doh Tootie The Unicorn Ice Cream Set with 3 Non-Toxic Colors Featuring Color Swirl Compound,Y
671.0,63.0,Male,Sweater,Clothing,41.0,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,1,Yes,37.0,Cash,Bi-Weekly,671.0,like,2022-12-30,10:00:00,"Lionel Trains - Looney Tunes Ambush Shack (Plug-Expand-Play), O Gauge",Y
672.0,38.0,Male,Jacket,Outerwear,30.0,Iowa,L,Black,Winter,4.7,Yes,Express,1,Yes,45.0,Cash,Weekly,672.0,purchase,2022-12-31,10:00:00,Rage RC C1070 20T Pinion Gear: R10ST,Y
673.0,59.0,Male,Socks,Clothing,53.0,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,1,Yes,29.0,Cash,Quarterly,673.0,purchase,2023-01-01,10:00:00,"Woody Classic Toy Story 4 Child Costume, M (7-8)",Y
674.0,35.0,Male,Shirt,Clothing,66.0,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,1,Yes,27.0,Venmo,Bi-Weekly,674.0,view,2023-01-02,10:00:00,Sago Mini - Walk &-Play Finger Puppets for Ages 3 and Up,Y
675.0,48.0,Male,Jewelry,Accessories,33.0,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,1,Yes,36.0,Bank Transfer,Annually,675.0,like,2023-01-03,10:00:00,"8-Count Child-Sized Party Hats, Lum-Bear-Jack",Y
676.0,64.0,Male,Sunglasses,Accessories,86.0,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,1,Yes,9.0,Cash,Annually,676.0,view,2023-01-04,10:00:00,Rec-Tek Over the Door Skeet Hunt Game for Kids - Features Easy Assembly and Easily Adjustable Height - No Tools Required,Y
677.0,28.0,Male,Pants,Clothing,60.0,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,1,Yes,38.0,Venmo,Bi-Weekly,677.0,like,2023-01-05,10:00:00,Funko Pop! Disney: Lion King Live Action - Simba,Y
678.0,60.0,Male,Socks,Clothing,62.0,Washington,S,Turquoise,Summer,2.7,Yes,Express,1,Yes,41.0,PayPal,Annually,678.0,like,2023-01-06,10:00:00,"Webster's Pages CM5131 Variety Cameo Accent, Party Time, 5-Pack",Y
679.0,27.0,Male,Blouse,Clothing,74.0,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,1,Yes,25.0,Debit Card,Every 3 Months,679.0,purchase,2023-01-07,10:00:00,NCAA West Virginia Mountaineers Toy Puzzle Cube,Y
680.0,56.0,Male,Sandals,Footwear,95.0,Michigan,M,Turquoise,Fall,3.4,Yes,Express,1,Yes,37.0,Venmo,Fortnightly,680.0,view,2023-01-08,10:00:00,TeeTurtle Reversible Llama Mini - Black/Gray Plush Toys,Y
681.0,58.0,Male,Sneakers,Footwear,25.0,Tennessee,M,Magenta,Spring,4.2,Yes,Express,1,Yes,3.0,PayPal,Annually,681.0,like,2023-01-09,10:00:00,"Nino Percussion NINO-NS355 14-Inch Cymbal with Holding Straps, Nickel Silver",Y
682.0,30.0,Male,Shirt,Clothing,59.0,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,1,Yes,24.0,Credit Card,Every 3 Months,682.0,purchase,2023-01-10,10:00:00,Redcat Racing 16T/.6 Module Brass Pinion Gear,Y
683.0,23.0,Male,Jacket,Outerwear,29.0,Missouri,M,Brown,Summer,4.0,Yes,Standard,1,Yes,49.0,Credit Card,Bi-Weekly,683.0,purchase,2023-01-11,10:00:00,Poolmaster Smash 'n' Splash Water Paddle Ball Swimming Pool Game,Y
684.0,33.0,Male,Sandals,Footwear,36.0,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,1,Yes,3.0,Bank Transfer,Monthly,684.0,view,2023-01-12,10:00:00,"NCAA Diztracto Fidget Spinnerz - 3 Way, Virginia Tech Hokies, One Size",Y
685.0,63.0,Male,Hat,Accessories,82.0,Alabama,M,Yellow,Summer,4.7,Yes,Express,1,Yes,42.0,Debit Card,Monthly,685.0,like,2023-01-13,10:00:00,"MasterPieces The Right Fit Kids Jigsaw Puzzle, 101 Things to Spot in the Woods, Tillywig Top Fun Award, 101 Piece, For Age 6+",Y
686.0,70.0,Male,Blouse,Clothing,71.0,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,1,Yes,32.0,Cash,Fortnightly,686.0,view,2023-01-14,10:00:00,Bachmann Industries Ringling Bros. and Barnum & Bailey 40' Box Car 33 Tiger O Scale Train,Y
687.0,70.0,Male,Sweater,Clothing,35.0,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,1,Yes,33.0,Venmo,Fortnightly,687.0,purchase,2023-01-15,10:00:00,Disney Frozen Elsa Fashion Doll Inspired by Frozen 2,Y
688.0,19.0,Male,Gloves,Accessories,38.0,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,1,Yes,46.0,Bank Transfer,Quarterly,688.0,view,2023-01-16,10:00:00,"Melissa & Doug 52 Wooden Alphabet Magnets in a Box (Developmental Toys, Sturdy Wooden Construction, 52 Pieces, Great Gift for Girls and Boys - Best for 3, 4, 5, and 6 Year Olds)",Y
689.0,25.0,Male,Scarf,Accessories,59.0,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,1,Yes,44.0,Venmo,Monthly,689.0,like,2023-01-17,10:00:00,"Education Outdoors Fawn Pet Pod, One Color, One Size",Y
690.0,19.0,Male,Hoodie,Clothing,91.0,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,1,Yes,35.0,Credit Card,Every 3 Months,690.0,view,2023-10-10,08:00:00,Disney Tangled Princess Rapunzel Figure Soft Touch PVC Key Ring Key Accessory,Y
691.0,25.0,Male,Shorts,Clothing,68.0,Alaska,XL,Red,Spring,4.8,Yes,Standard,1,Yes,45.0,Bank Transfer,Weekly,691.0,like,2023-10-11,08:00:00,Licenses Products Pink Floyd - Dark Side of the Moon Rubber Keychain,Y
692.0,60.0,Male,Backpack,Accessories,21.0,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,1,Yes,37.0,PayPal,Bi-Weekly,692.0,like,2023-10-12,08:00:00,Funko Supercute Plush: Stranger Things Eleven Collectible Plush,Y
693.0,35.0,Male,Sunglasses,Accessories,95.0,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,1,Yes,40.0,Debit Card,Every 3 Months,693.0,purchase,2023-10-13,08:00:00,"""PAW Patrol Adventures"" Blue Party Favor Plastic Cup 16 Oz.",Y
694.0,46.0,Male,Shorts,Clothing,52.0,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,1,Yes,30.0,Cash,Every 3 Months,694.0,view,2023-10-14,08:00:00,Funko POP! Star Wars: The Last Jedi - BB-9E - Collectible Figure,Y
695.0,41.0,Male,Dress,Clothing,21.0,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,1,Yes,38.0,Venmo,Every 3 Months,695.0,like,2023-10-15,08:00:00,Swimline Side by Side Pool Lounger Float,Y
696.0,30.0,Male,Shorts,Clothing,67.0,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,1,Yes,15.0,Debit Card,Every 3 Months,696.0,purchase,2023-10-16,08:00:00,"Sweet Jojo Designs 3-Piece Navy Blue, Aqua and Grey Aztec Mountains Boy or Girl Full/Queen Kid Childrens Teen Bedding Comforter Set",Y
697.0,44.0,Male,Belt,Accessories,42.0,Utah,L,Green,Fall,2.8,Yes,Standard,1,Yes,49.0,Cash,Monthly,697.0,purchase,2023-10-17,08:00:00,Funko Pop! Animation: Speed Racer - Speed in Helmet (Styles May Vary),Y
698.0,61.0,Male,Scarf,Accessories,63.0,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,1,Yes,40.0,Debit Card,Quarterly,698.0,view,2023-10-18,08:00:00,"Edupress Cause & Effect Game, Red Level (EP60602), Package may vary",Y
699.0,55.0,Male,Boots,Footwear,41.0,Iowa,M,Yellow,Winter,3.8,Yes,Standard,1,Yes,40.0,Debit Card,Weekly,699.0,like,2023-10-19,08:00:00,Mastercraft Collection NASA Space Shuttle F/S Full Stack Discovery (L) Model Scale:1/100,Y
700.0,50.0,Male,Handbag,Accessories,46.0,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,1,Yes,5.0,PayPal,Weekly,700.0,view,2023-10-20,08:00:00,Journey Girls Pet Grooming Playset (Amazon Exclusive),Y
701.0,57.0,Male,Pants,Clothing,79.0,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,1,Yes,5.0,PayPal,Monthly,701.0,like,2023-10-21,08:00:00,"BuitenSpeel Toys GA194 Buddies Wooden Balancing and Stacking Game, Blue/Green/Purple",Y
702.0,51.0,Male,Boots,Footwear,90.0,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,1,Yes,5.0,Debit Card,Every 3 Months,702.0,like,2023-10-22,08:00:00,Step2 Corvette Kids Room and Toy Organizer,Y
703.0,18.0,Male,Shirt,Clothing,71.0,Montana,M,White,Winter,3.4,Yes,Store Pickup,1,Yes,1.0,Cash,Weekly,703.0,purchase,2023-10-23,08:00:00,Conan The Brigand,Y
704.0,63.0,Male,Dress,Clothing,87.0,Connecticut,L,Pink,Summer,3.0,Yes,Standard,1,Yes,21.0,Venmo,Weekly,704.0,view,2023-10-24,08:00:00,"Mudpuppy 15 Easy-to-Learn Tricks Magic Set, Ages 6 & Up",Y
705.0,34.0,Male,Hoodie,Clothing,66.0,Idaho,S,Black,Spring,3.2,Yes,Express,1,Yes,18.0,PayPal,Annually,705.0,like,2023-10-25,08:00:00,"Melissa & Doug Wooden Construction Building Set in a Box (Developmental Toy, 48 Pieces, Great Gift for Girls and Boys - Best for 4, 5 and 6 Year Olds)",Y
